Pasal,Isi
Pasal 621,"Setiap pemegang besit suatu barang tak bergerak, dapat minta kepada Pengadilan Negeri tempat barang itu terletak, untuk dinyatakan sebagai miliknya. Ketentuan-ketentuan perundang-undangan tentang hukum acara perdata mengatur cara mengajukan permintaan demikian."
Pasal 622,"Bila keputusan yang mengabulkan permintaan demikian telah mempunyai kekuatan pasti, maka keputusan itu harus diumumkan oleh atau atas nama pemohon di kantor penyimpan hipotek dengan menyampaikan salinannya dan membukukannya seperti diatur dalam Pasal 620."
Pasal 623,"Bila penyampaian dan pembukuan telah berlangsung maka pemegang besit, dalam segala perbuatan yang telah dilakukannya terhadap barang tersebut dengan pihak ketiga, dianggap sebagai pemilik."
Pasal 624,"Hak-hak yang diberikan pemerintah kepada orang-orang khusus atas barang-barang atau tanah negara tidak diubah; hak-hak itu, terutama mengenai besit dan hak milik tetap sedemikian rupa, sebagaimana diatur menurut adat istiadat lama dan kebiasaan menurut ketentuan- ketentuan khusus, sedangkan ketentuan-ketentuan dalam kitab undang-undang ini tidak mengurangi hak-hak itu pada khususnya atau hubungan antara orang yang menduduki tanah dan pemilik tanah pada umumnya."
Pasal 625,"Para pemilik pekarangan yang bertetangga mempunyai hak dan kewajiban satu sama lain baik yang timbul karena letak pekarangan menurut alam, maupun karena ketentuan perundang- undangan."
Pasal 626,"Pemilik pekarangan yang lebih rendah letaknya, demi kepentingan pemilik pekarangan yang lebih tinggi, berkewajiban menerima air yang mengalir ke pekarangannya karena alam, lepas dan campur tangan manusia."
Pasal 627,"Barangsiapa mempunyai sebuah mata air di pekarangannya, berhak menggunakan mata air itu sesuka hatinya, tanpa mengurangi hak yang diperoleh orang yang mempunyai pekarangan yang lebih rendah, baik karena suatu perjanjian maupun karena lewat waktu, sesuai dengan Pasal 698."
Pasal 628,"Pemilik mata air tidak boleh mengubah jalan aliran air, bila air itu merupakan kebutuhan mutlak bagi para penduduk sebuah kota, desa atau dusun."
Pasal 629,"Barangsiapa mempunyai pekarangan di tepi aliran air yang bukan milik umum, boleh menggunakan air tersebut guna menyiram pekarangannya. Barangsiapa pekarangannya dilalui oleh aliran air, boleh menggunakan air itu pada jalur tanah yang dilalui air itu untuk keperluan sesuatu, asal saja pada akhir jalur itu air dapat mengalir menurut alam."
Pasal 630,"Bila antara pemilik-pemilik beberapa pekarangan yang berkepentingan atas kegunaan air timbul perselisihan, maka dalam memberi keputusan, Hakim harus berusaha menyesuaikan kepentingan pertanian umum dengan kebebasan hak milik, dan dalam semua hal ia harus bertindak sesuai dengan peraturan dan kebiasaan khusus setempat mengenai jalannya arus air, tingginya dan pemakaiannya."
Pasal 630a,Tiap pemilik pekarangan dapat mengharuskan masing-masing pemilik pekarangan yang bertetangga untuk membuat tanda perbatasan antara pekarangan mereka. Pembuatan batas itu harus dilakukan atas biaya bersama.
Pasal 631,"Setiap pemilik boleh menutup pekarangannya, tanpa mengurangi pengecualian yang dibuat dalam Pasal 667."
Pasal 632,"Pemilik yang menutup pekarangannya, kehilangan hak untuk menggembalakan ternaknya di tempat pengembalaan bersama, sebanding dengan luas pekarangan yang terlepas dari tanah pengembalaan bersama akibat penutupan pekarangan itu."
Pasal 633,"Semua tembok yang dipergunakan sebagai tembok batas antara bangunan-bangunan, tanah- tanah, taman-taman dan kebun-kebun, dianggap sebagai tembok batas milik bersama, kecuali"
Pasal 634,"Tanda yang menunjukkan tembok batas itu bukan milik bersama, antara lain adalah:"
Pasal 635,"Perbaikan atau pemugaran tembok batas bersama menjadi beban mereka yang mempunyai hak atas tembok tersebut menurut perbandingan hak masing-masing. Namun demikian tiap-tiap pemilik peserta diperbolehkan membebaskan diri dari biaya perbaikan dan pemugaran dengan jalan melepaskan haknya atas tembok yang diperbaiki atau dibangun kembali, asal tembok itu bukan penopang atau penyangga suatu bangunan miliknya sendiri, dan bukan batas antara rumah-rumah, lapangan-lapangan dan kebun-kebun yang berdekat-dekatan di kota, kota satelit dan desa."
Pasal 636,"Setiap pemilik peserta boleh mendirikan bangunan dengan menyandarkannya pada tembok milik bersama, dengan menancapkan balok, kambi, jangkar, alat-alat besi atau alat-alat kayu lainnya pada tembok itu sampai setengah tebalnya, asal saja tembok itu tidak rusak."
Pasal 637,"Setiap pemilik peserta boleh mempertinggi tembok batas milik bersama, tetapi selain harus membiayai sendiri pekerjaan yang demikian, ia harus membiayai sendiri tiap-tiap perbaikan guna memelihara bagian baru yang menumpang di atas bagian yang lama dan pula harus mengganti kerugian akibat pertambahan berat bagian atas yang menindih bagian bawah, dihitung seimbang dengan berat beban dan menurut harganya."
Pasal 638,"Tiap pemilik peserta tembok batas milik bersama boleh memasang talang pada bagian kepunyaannya dan mengalirkan air, baik di pekarangannya sendiri, maupun di jalan umum, asal hal itu tidak dilarang oleh undang-undang atau peraturan pemerintah."
Pasal 639,"Pemilik peserta yang tidak memberikan sumbangan guna mempertinggi tembok batas milik bersama, boleh memperoleh pemilikan bersama atas bagian yang dipertinggi itu, asal membayar separuh biaya yang telah dikeluarkan dan separuh harga tanah bila dipergunakan untuk memperlebar tembok."
Pasal 640,"Tiada sebuah tembok pun boleh dijadikan milik bersama, tanpa kehendak pemiliknya."
Pasal 641,"Seorang pemilik peserta, tanpa izin dan yang lainnya, tidak boleh membuat liang atau galian pada tembok bersama atau membuat suatu bangunan yang menyandar pada tembok itu."
Pasal 642,"Di kota, kota satelit, dan di desa, setiap orang berhak menuntut tetangganya untuk menyumbang guna membuat atau memperbaiki alat penutup yang dipergunakan untuk memisahkan rumah, pekarangan dan kebun mereka satu sama lain. Cara membuat dan tinggi penutup itu diatur menurut peraturan-peraturan khusus dan kebiasaan setempat."
Pasal 643,"Setiap tetangga, atas biaya sendiri, boleh mendirikan tembok bersama sebagai penggantian pagar bersama, tetapi tidak boleh suatu pagar sebagai pengganti tembok."
Pasal 644,"Tidak seorang pun dari tetangga, tanpa izin dari pihak lainnya, diperbolehkan membuat jendela atau lubang pada tembok batas bersama dengan cara bagaimanapun juga. Akan tetapi ia boleh membuatnya pada bagian tembok yang ditinggikan atas biaya sendiri, asal ini langsung dikerjakan pada waktu mempertinggi tembok itu, menurut cara yang diatur dalam kedua pasal berikut."
Pasal 645,"Pemilik suatu tembok batas bukan milik bersama yang langsung berbatasan dengan pekarangan orang lain, diperbolehkan pada tembok itu membuat penerangan atau jendela- jendela dengan terali besi yang rapat dan jendela-jendela yang dimatikan. Terali-terali besi itu harus dipasang dalam jarak selebar-lebarnya setelapak antara satu dengan lainnya."
Pasal 646,"Jendela atau lubang ini tidak boleh dibuat lebih rendah dari dua puluh lima telapak di atas lantai kamar yang akan diterangi, bila lantai kamar itu sama tinggi dengan jalan raya dan tidak boleh Iebih rendah dari dua puluh telapak di atas lantai kamar pada tingkat yang lebih tinggi."
Pasal 647,"Orang tidak diperbolehkan mempunyai pemandangan langsung ke pekarangan tetangga yang tertutup atau terbuka maka tak bolehlah ia memperlengkapi rumahnya dengan jendela, balkon atau perlengkapan lain yang memberikan pemandangan ke pekarangan tetangga itu, kecuali bila tembok yang diperlengkapinya dengan hal-hal itu jaraknya lebih dari dua puluh telapak dari pekarangan tetangga tersebut."
Pasal 648,"Dan jurusan penyamping atau dari jurusan menyerong orang tidak boleh mempunyai pandangan atas pekarangan tetangga, kecuali dalam jarak lima telapak."
Pasal 649,"Jarak yang dibicarakan dalam dua pasal tersebut di atas, dihitung dari sisi luar tembok yang diberi lubang dan bila ada balkon atau semacam itu yang menonjol, dan sisi terluar balkon itu sampai garis batas kedua pekarangan."
Pasal 650,"Ketentuan dalam Pasal 633 sampai dengan Pasal 649 berlaku juga terhadap pagar kayu, guna membatasi bangunan, halaman terbuka, dan kebun."
Pasal 651,"Bila dalam memperbaiki suatu bangunan perlu dipasang suatu perancah di atas pekarangan tetangga atau perlu diinjak pekarangan itu untuk mengangkat bahan-bahan yang akan dipakai, maka pemilik pekarangan itu harus mengizinkannya, tanpa mengurangi haknya untuk minta ganti rugi, bila ada alasan untuk itu."
Pasal 652,Setiap pemilik pekarangan wajib mengatur atap rumah sedemikian rupa agar air hujan mengalir ke halamannya atau ke jalan umum bila yang terakhir ini tidak dilarang oleh undang-undang atau peraturan pemerintah ia tidak boleh mengalirkan air ke pekarangan tetangganya.
Pasal 653,"Tiada seorang pun diperbolehkan mengalirkan air atau kotoran melalui saluran pekarangan orang lain, kecuali jika ia memperoleh hak untuk itu."
Pasal 654,"Semua bangunan, pipa asap, tembok, pagar atau tanda perbatasan lainnya, yang karena tuanya atau karena sebab lain dikhawatirkan akan runtuh dan membahayakan pekarangan tetangga atau condong ke arah pekarangan itu, harus dibongkar, dibangun kembali atau diperbaiki atas teguran pertama pemilik pekarangan tetangga itu."
Pasal 655,"Barangsiapa menyuruh menggali sebuah sumur, selokan atau kakus di tempat yang berdekatan dengan tembok batas milik bersama atau bukan milik bersama, atau hendak mendirikan pipa asap, tempat perapian, dapur atau tempat masak di tempat yang demikian, atau membuat kandang, tempat rabuk, gudang, gudang garam, tempat penyimpanan bahan keras atau bangunan yang merugikan dan membahayakan, maka ia wajib membuat jarak antara tembok dengan bangunan tersebut, sebagaimana ditetapkan dalam peraturan khusus atau menurut kebiasaan tentang hal itu, ataupun ia wajib mengusahakan bangunan itu sedemikian rupa menurut peraturan dan kebiasaan yang ditentukan untuk itu agar tidak menimbulkan kerugian bagi pekarangan-pekarangan yang berdekatan."
Pasal 656,"Tempat air hujan, sumur, kakus, selokan dan sebagainya, yang merupakan milik bersama antara mereka yang bertetangga, harus dipelihara dan dibersihkan atas biaya semua pemilik."
Pasal 657,Pembersihan kakus milik bersama harus dilakukan secara bergiliran pekarangan demi pekarangan.
Pasal 658,"Semua parit atau selokan antara dua pekarangan harus dianggap sebagai milik bersama, bila tidak ada tanda yang menyatakan sebaliknya."
Pasal 659,"Sebagai tanda bahwa parit atau selokan itu bukan milik bersama, antara lain adalah bahwa tanggul atau tanah timbunannya hanya terdapat pada satu sisi dan parit atau selokan itu. Dalam hal yang demikian, parit atau selokan itu dianggap seluruhnya milik si pemilik pekarangan, pada sisi mana terdapat timbunan tanah."
Pasal 660,Parit atau selokan milik bersama harus dipelihara dengan biaya bersama.
Pasal 661,"Tiap pemilik pekarangan yang berbatasan dengan parit atau selokan milik bersama boleh mencari ikan, berlayar, memberi minum kepada ternaknya di parit atau selokan itu dan mengambil air untuk keperluan sendiri dari situ."
Pasal 662,"Tiap pagar tanaman yang menjadi batas antara dua pekarangan harus dianggap sebagai milik bersama, kecuali bila memang ada suatu bukti pemilikan, besit atau tanda yang menyatakan sebaliknya. Pohon-pohon yang tumbuh di sepanjang pagar itu adalah milik bersama, sebagaimana pagar itu sendiri, dan masing-masing pemilik berhak menuntut supaya pohon- pohon itu ditebang."
Pasal 663,"Tetangga yang satu boleh menuntut tetangga yang lain supaya membuat pagar yang baru dengan biaya bersama, jika pagar lama, yang merupakan milik bersama, diperuntukkan guna menunjuk batas pekarangan mereka."
Pasal 664,"Sebagai tanda bahwa pagar itu bukan milik bersama, antara lain adalah bahwa pagar itu hanya menutup salah satu dari kedua pekarangan itu."
Pasal 665,"Menanam pohon atau pagar hidup yang tinggi tumbuhnya dilarang, kecuali jika pohon atau pagar itu ditanam dengan mengambil jarak menurut peraturan khusus atau kebiasaan yang berlaku dalam hal itu, dan bila tidak ada peraturan dan kebiasaan, dengan mengambil jarak dua puluh telapak, dari garis batas kedua pekarangan, sepanjang mengenai pohon-pohon yang tinggi dan lima telapak sepanjang mengenai pagar hidup."
Pasal 666,"Tetangga mempunyai hak untuk menuntut agar pohon dan pagar hidup yang ditanam dalam jarak yang lebih dekat daripada jaràk tersebut di atas dimusnahkan. Orang yang di atas pekarangannya menjulur dalam pohon tetangganya,maka ia menuntut agar tetangganya menolaknya setelah ada teguran pertama dan asalkan ia sendin tidak menginjak pekarangan si tetangga."
Pasal 667,"Pemilik sebidang tanah atau pekarangan yang terletak di antara tanah-tanah orang lain sedemikian rupa sehingga ia tidak mempunyai jalan keluar sampai ke jalan umum atau perairan umum, berhak menuntut kepada pemilik-pemilik pekarangan tetangganya, supaya diberi jalan keluar untuknya guna kepentingan tanah atau pekarangannya dengan kewajiban untuk membayar ganti rugi, seimbang dengan kerugian yang diakibatkannya."
Pasal 668,"Jalan keluar ini harus dibuat pada sisi tanah atau pekarangan yang terdekat ke jalan atau perairan umum, tetapi sebaliknya diambil arah yang mengakibatkan kerugian yang sekecil- kecilnya terhadap tanah yang diizinkan untuk dilalui itu."
Pasal 669,"Bila hak atas ganti rugi tersebut pada akhir Pasal 667 telah hapus karena lewat waktu, maka jalan keluar itu tetap terus berlangsung."
Pasal 670,"Jalan keluar yang diberikan itu berakhir pada saat tidak diperlukan lagi dengan berakhirnya keadaan termaksud dalam Pasal 667 dan siapa pun tidak bisa menuntut lewat waktu, betapa lama pun jalan keluar ini ada."
Pasal 671,"Jalan setapak, lorong atau jalan besar milik bersama dan beberapa tetangga, yang digunakan untuk jalan keluar bersama, tidak boleh dipindahkan, dirusak atau dipakai untuk keperluan lain dari tujuan yang telah ditetapkan, kecuali dengan izin semua yang berkepentingan."
Pasal 672,"Hak-hak dan kewajiban-kewajiban yang diadakan demi kepentingan umum atau persekutuan mengenai jalan yang dilalui dengan kaki dan jalan untuk berburu sepanjang sungai yang dapat dilalui dengan perahu atau rakit mengenai pembuatan atau perbaikan jalan, tanggul dan pekerjaan umum atau persekutuan lain, diatur dengan undang-undang dan peraturan-peraturan khusus."
Pasal 673,"Kerja rodi yang telah diakui oleh pemegang kekuasaan tinggi tetap ada; ketentuan-ketentuan dalam kitab ini tidak membawa perubahan tentang ini. Pemerintah berhak mengadakan ketentuan-ketentuan lebih lanjut mengenai kerja rodi, bila hal itu dipandang perlu."
Pasal 674,"Pengabdian pekarangan adalah suatu beban yang diletakkan atas sebidang pekarangan seseorang untuk digunakan dan demi manfaat pekarangan milik orang lain. Baik mengenai bebannya maupun mengenai manfaatnya, pengabdian itu boleh dihubungkan dengan pribadi seseorang."
Pasal 675,Setiap pengabdian pekarangan terdiri dari kewajiban untuk membiarkan sesuatu atau tidak berbuat sesuatu.
Pasal 676,Pengabdian pekarangan tidak memandang pekarangan yang satu lebih penting dari yang lain.
Pasal 677,Pengabdian pekarangan itu berlangsung terus atau tidak berlangsung terus. Pengabdian pekarangan yang berlangsung terus adalah yang penggunaannya berlangsung terus atau dapat
Pasal 678,"Pengabdian pekarangan tampak atau tidak tampak. Pengabdian pekarangan tampak adalah yang ada tanda-tanda lahiriahnya, seperti pintu, jendela, pipa air dan lain-lain semacam itu. Pengabdian pekarangan tidak tampak adalah yang tidak ada tanda-tanda lahiriah mengenai adanya, seperti larangan membangun di atas pekarangan, larangan membangun lebih tinggi dari ketinggian tertentu, hak menggembalakan ternak dan lain-lainnya yang memerlukan suatu perbuatan manusia."
